Image,Persons/Photos,Desktop/Windows/SlideViewer,Text/Logo in Image,Arrow/Annotation,Image Perspective/Quality,Additional (On-Slide) Overview,Additional Control Elements,Multi-Panel Image
images/ZI_V18M3898_image_ed09be58-0584-43df-813c-2ca40186ed21.jpg,False,False,True,False,False,False,False,True
images/818901031836909568_0.jpg,False,False,False,False,False,False,False,True
images/OzHJkkFnlvU_image_ddb4fb8b-8fc0-4b9b-9aa4-dd9fbc183dff.jpg,False,False,False,False,False,True,True,False
images/CrkIbiGSqU8_image_03120f4e-bc42-474a-856c-f71025cd6747.jpg,False,False,False,False,False,True,True,False
images/EeoJU5KAuY8_image_c4d96f62-ba6b-43d3-8314-55412ddc65d1.jpg,False,False,True,True,False,False,False,False
images/8WWhRTta8ZI_image_9c680803-7168-4c98-ab3a-2951713de3bc.jpg,False,False,False,False,False,True,True,False
images/1469619689546420225_0.jpg,False,False,True,False,False,False,False,False
images/1450833221676113929_3.jpg,False,False,False,False,False,False,False,False
images/810874313737961472_0.jpg,False,False,True,False,False,False,False,False
images/MA7YUQ-wnHw_image_291dd0de-b82e-4fd2-9b5d-69808987e7e9.jpg,False,True,False,False,False,False,False,False
images/1534574913087893505_1.jpg,False,False,False,False,False,False,False,False
images/1293651343928889347_0.jpg,False,False,False,False,False,False,False,False
images/1074735629261508614_2.jpg,False,False,False,False,False,False,False,False
images/1206903336164823040_2.jpg,False,False,False,False,False,False,False,False
images/eQrSiiScC4w_image_5b346963-8f22-4c5a-bebd-48a602170c5b.jpg,True,True,False,False,False,False,True,False
images/z0w2Z-v_RRo_image_27cfe18a-9ae7-4450-8be7-d6527c954b03.jpg,False,True,False,False,False,False,True,False
images/aXym3ctqvN8_image_50571a89-39e2-4597-8648-bef89d106879.jpg,True,True,False,False,False,False,True,False
images/04ktJuzyNfk_image_0f27d5bc-2cda-4483-9a19-349992aeb7aa.jpg,False,False,True,False,False,False,False,False
images/9bd64778-5d54-456a-ac42-604bdf8f18f9.jpg,False,False,False,False,False,False,False,False
images/m2Ut7OqDhIg_image_3df596df-6d3e-47d2-bc77-d4c92e14c9f6.jpg,False,False,True,False,False,False,False,False
images/q_HZqqy49ac_image_db60f3b8-ad86-4099-a27a-af2a8a94c017.jpg,False,False,False,False,False,True,True,False
images/1252265210683043841_3.jpg,False,False,True,False,False,False,False,False
images/f5d66bc1-2b6d-4b52-9eff-980c55639224.jpg,False,False,True,False,False,False,False,True
images/KrkUXgL6Me8_image_36834639-1317-407c-9e3d-fd2d7244b929.jpg,True,False,False,False,False,False,False,False
images/5b7d523f-fd61-426c-b138-01684007f639.jpg,False,False,True,False,False,False,False,True
images/Wsykl2ynUh4_image_aeb51f8c-b39b-48aa-a0eb-d2f673178856.jpg,False,True,False,False,False,True,True,False
images/ug1Z-r6iTmw_image_2e7497eb-5d9f-4293-bf55-def33d059824.jpg,True,True,False,False,False,False,True,False
images/9L4rE9_mZ2c_image_70ab3889-3560-43c0-92c4-2b10849ecfd2.jpg,False,True,False,False,False,False,False,False
images/EqlWxyxr6eg_image_3aafd991-3358-4e59-8fbf-541aabfa9d49.jpg,False,False,True,False,False,False,False,False
images/1479554853298851840_1.jpg,False,False,False,False,False,False,False,True
images/lWeECaiEfSs_image_f0ac562a-0fe8-4649-b700-90ad81da4d6f.jpg,False,False,False,False,False,True,True,False
images/7BJRsuqMMG8_image_2849f919-f6be-4f18-ac9c-73dd01092ca3.jpg,False,True,False,False,False,False,False,False
images/lzl5Oe6Q5_Q_image_3d784fa1-d876-4c4e-a2e9-601025f8a7e4.jpg,False,False,False,False,False,False,False,False
images/1522669985897893893_0.jpg,False,False,False,False,False,False,False,False
images/SEJV-Ttv1_M_image_a0d1f75e-09c9-44e6-a07a-dd3dad6ae491.jpg,False,False,True,False,False,False,False,False
images/w88IASDANk4_image_b695e11f-5019-4a68-a0a6-88956ab5011b.jpg,True,False,False,True,False,True,True,False
images/UzUqHRPx1eo_image_093934a5-b4aa-4bd7-b448-0e0efd331347.jpg,False,False,False,False,False,True,True,False
images/83hvBtUmqJM_image_544d3b93-fd02-4be0-a9cc-bb488e8f0887.jpg,False,True,False,False,False,False,True,False
images/1325811331954593793_0.jpg,False,True,True,False,True,False,False,True
images/fU2xl-vgr9k_image_099ca3ab-e358-4768-b430-e8edafdbaa4a.jpg,False,True,False,False,False,False,True,False
images/R2Cs-StYFxg_image_699e7939-2557-4df7-9c0d-e77cb49ee9df.jpg,True,False,True,True,False,False,False,False
images/IpauQiQZkf0_image_2a1195f1-86ec-48f4-92ac-3af2c856fbcd.jpg,False,False,False,False,False,False,False,False
images/1151549639180673024_3.jpg,False,False,True,False,False,False,False,False
images/aRcAsyWU70Q_image_a93dd858-f35e-4bcf-bb3b-61811950ffa1.jpg,False,False,False,True,True,False,False,False
images/xA3K3TXx54k_image_4023ac5f-6333-42bd-a76b-173e068f5b4d.jpg,False,True,False,False,False,True,True,False
images/OtjU6faROV8_image_27042fe7-0680-4e91-a71e-7a0953192bf5.jpg,False,True,False,False,False,False,True,False
images/FLKQYKzf1Cg_image_8ebb99e5-d66c-438f-b8f0-e006ba980071.jpg,False,False,False,False,False,True,False,False
images/SnTbrq_wfnc_image_ed01a9d0-08a0-40f5-81f3-5c3cff45d032.jpg,True,True,False,False,False,False,True,False
images/CSe8ckkyJDA_image_e57ff45d-0bf3-48d3-9b89-01df3aa8ff03.jpg,False,False,False,False,False,False,False,False
images/lR0doe6sSLE_image_b4990716-a5ec-4df3-b310-4298b576e588.jpg,False,False,True,False,False,False,False,False
images/FuoZaDKaogI_image_893fcddb-04f7-4f6c-9bb5-fa54ace85ad8.jpg,True,True,False,False,False,False,True,False
images/KGpWRYBN-mU_image_3147c052-490c-4bb0-93f2-8ed70764c458.jpg,True,False,False,False,False,True,False,False
images/zpFjzWYF1gI_image_9eb57e47-e331-4aa6-a2b3-46682fc3ba0e.jpg,False,False,False,False,False,True,True,False
images/Zdp4AhOCoSM_image_bcf0fb1a-74a2-4f60-8705-00ab05fa480c.jpg,False,False,True,False,False,False,False,False
images/p6uwq2aOavw_image_bf49465c-9e1a-4fc1-a678-ac14ef613029.jpg,False,True,True,False,False,False,False,False
images/1296971690753155072_0.jpg,False,False,True,False,False,False,False,False
images/7c3bIAiEehs_image_9e3e48c1-03a8-4fd9-84e4-1fe6a9ff88f9.jpg,False,False,False,False,False,False,False,False
images/bGkexw5ZBi0_image_b7d8413f-dd96-41a1-af79-eb2690c2ff96.jpg,False,False,True,False,False,False,True,False
images/1148037139218784256_2.jpg,False,False,False,False,False,False,False,False
images/c2S_vipzy74_image_546b25e0-da05-4831-b5b1-227cdc0f88ba.jpg,True,False,False,False,False,False,False,False
images/-gDq-uK-wQ0_image_9253f87f-eee0-4db7-a1c3-0af04b8829ab.jpg,False,True,False,False,False,False,True,False
images/1589835457168576513_2.jpg,False,False,False,False,False,False,False,False
images/iv9jT5PRSkk_image_c9ac7a54-5f04-468b-af7e-20cdf410ea88.jpg,False,False,True,False,False,False,False,False
images/TI8OnPzCRIE_image_0c2a9feb-9917-4afa-8890-d716609ece5f.jpg,False,False,False,False,True,False,False,False
images/XKagkrlAzjw_image_8c357925-051c-45ee-a609-d00b7ef01be1.jpg,False,False,False,False,False,False,False,False
images/jr19Uy5hP6o_image_2ada5337-f7f0-4923-9635-fffc1f44a3e0.jpg,True,True,False,False,False,False,True,False
images/M9x3Owjpz6E_image_0276648c-d64e-4c83-a5c5-432201f1a299.jpg,False,False,True,False,False,True,True,False
images/6yBsGesk7ZQ_image_336b7d35-1719-49c8-97e4-45aac9404d88.jpg,False,False,False,True,False,True,True,False
images/2UxO0Tz5Chk_image_a067dde6-0113-421b-8afb-21c0546859b6.jpg,True,True,False,False,False,False,True,False
images/960164092349702144_3.jpg,False,False,False,False,False,False,False,False
images/61d9874a-8d8d-4dfc-84f8-1579a5fb5b58_3.jpg,False,False,True,False,False,False,False,False
images/mbw0XXZSP_o_image_0c1915d1-aa08-4221-97aa-32808ef7a4a0.jpg,True,True,False,False,False,False,True,False
images/0tgHBBfjf1w_image_c143c2a4-38aa-4ba6-b187-a3594399b118.jpg,False,False,False,False,False,False,False,False
images/731223842627063808_1.jpg,False,False,False,False,False,False,False,False
images/bcZsyW2O7TE_image_ffc7965b-adc1-4f0c-af1c-17dab6b52824.jpg,False,False,False,False,False,False,False,False
images/HBr1OCIWMnA_image_2aaf281b-522d-49da-8846-56af5605791a.jpg,False,False,False,False,False,False,False,True
images/Hm9n4nhhNT4_image_feb7f967-6168-4a08-97e6-b4e442b2dde6.jpg,True,False,False,False,False,False,False,False
images/L6W3ue05t4c_image_0f3f6e06-bd61-4fe2-9631-9e296dd5d40a.jpg,False,False,False,False,False,False,False,False
images/vo8XKv71tf8_image_4c931a3d-21ff-46ae-9f68-b991f11da868.jpg,True,True,False,False,False,False,True,False
images/KGpWRYBN-mU_image_b92b602c-6a16-4d7f-bbc4-d54f369fc0a2.jpg,True,False,False,False,False,True,True,False
images/8MBewN0dlyk_image_13ae70ec-d69c-4963-832f-165460df4b76.jpg,True,True,False,False,False,False,True,False
images/715d1370-c954-48aa-bb0e-6f173146621d_3.jpg,False,False,False,False,False,False,False,False
images/036fe22d-a4a5-4b00-8f1a-87961d57627c.jpg,False,False,False,True,False,False,False,False
images/91bmJtttGW0_image_4817e439-5cfc-4daa-8a4f-af1c09ca32e2.jpg,True,True,False,False,False,False,True,False
images/1060989814726713345_3.jpg,False,False,True,False,True,False,False,False
images/bbfb0d40-b16b-4521-8bb9-34c5562d4ddd_3.jpg,False,False,False,False,False,False,False,False
images/1261341621406199809_0.jpg,False,False,False,False,False,False,False,False
images/wMlkkKUtlrg_image_ba0390c3-0b6b-4342-94ad-14a97fa2b207.jpg,False,False,False,True,False,False,False,False
images/3w1JUI4VS4w_image_18c3610e-6122-4a80-ad46-4a706af28340.jpg,False,False,False,False,False,False,True,False
images/1299374459262922753_2.jpg,False,False,False,False,False,False,False,False
images/00031000316586.jpg,False,False,False,False,False,False,False,False
images/a7cab40f-2fa4-4954-bf34-a9da4acd2d2a.jpg,False,False,True,False,False,False,False,True
images/04ktJuzyNfk_image_b47baf6a-8d2f-40a3-be6b-6e94af3e754d.jpg,False,False,True,False,False,False,False,False
images/6sxokhYnVFg_image_848f30c4-4b11-4cd7-ac6e-bf05c9821160.jpg,False,True,False,False,False,False,True,False
images/1312402960744353792_2.jpg,True,False,False,False,True,False,False,False
images/mUq2h9SyPg0_image_af249943-425a-43d9-93da-5fe55e76d865.jpg,True,True,False,False,False,False,True,False
images/vSWGPUIGjCM_image_4a6cf388-a1da-4bfa-a8ec-67eaf6df96f7.jpg,False,False,False,False,False,True,True,False
images/k5F261IUTcY_image_c8dd6dbc-e3db-4485-8a91-5ce4893f844e.jpg,False,False,False,False,False,True,True,False
images/ujilbsMBHts_image_e8fc8a45-e28f-4133-a958-b05b4036b5b1.jpg,False,False,False,False,False,False,False,False
images/Vgs1GpW-Ywk_image_33e2a229-f4c9-4c8b-b370-e9815f94a625.jpg,False,False,False,False,False,True,True,False
images/902863055771631617_0.jpg,False,False,True,False,False,False,False,False
images/WOik1qFB85I_image_6906b284-2910-4c30-80d7-7a6b0ece1b3a.jpg,False,False,True,False,False,False,False,False
images/B4rt17rA5h4_image_44b67e33-2b5e-4819-a801-f683773a26ef.jpg,False,True,False,True,False,False,False,False
images/JVBc_5I4EZE_image_d55e1c92-ad4f-4ff5-a625-a680b1138fa0.jpg,True,True,False,False,False,True,True,False
images/omdqVEm3qfk_image_baface71-9276-46ca-a214-0bd4d4f8e713.jpg,True,True,False,False,False,False,False,False
images/AUEfPBoopww_image_d42ae6f6-6c2e-4818-bfea-4ead93a855d4.jpg,True,False,False,False,False,True,False,False
images/1494525011566211072_0.jpg,False,False,True,False,True,False,False,False
images/b1273606-740b-4ce4-94a6-df6169711915.jpg,False,False,True,False,False,False,False,True
images/610f846a-3561-48d5-be4b-31d667007730_2.jpg,False,False,True,False,False,False,False,True
images/00026000266763.jpg,False,False,False,False,False,False,False,False
images/y0TBsjdu3M8_image_69b6dcd5-bc95-4a27-90d4-f289551948e4.jpg,False,False,True,False,False,False,False,False
images/A827AqWumx0_image_ae54f262-df8e-4035-8f4e-3144d5b4078a.jpg,False,False,False,False,False,True,True,False
images/b33eb949-efa7-4360-b56a-2c69b3ec2490.jpg,False,False,False,False,False,False,False,False
images/1356732711021518854_1.jpg,False,False,False,False,False,False,False,False
images/qZAa5GGGduY_image_7e5d26c5-7349-4869-b3dc-bceb0446a9e5.jpg,True,True,False,False,False,False,True,False
images/8wKbCLGHHTI_image_506869bf-fd56-4162-a0bc-3e2a4cb95615.jpg,False,True,False,False,False,False,False,False
images/1547741306478219265_0.jpg,False,False,False,False,False,False,False,False
images/RJSo69GC4zI_image_0de3112c-a242-4945-9995-513fa6501f24.jpg,False,True,False,False,False,False,False,False
images/866b9f8c-605e-4597-b998-e188698483cb_2.jpg,False,False,True,False,False,False,False,False
images/Ub9LprieU1A_image_762bea5c-7eee-4e34-b981-de33246c830d.jpg,False,True,False,False,False,False,False,False
images/HAl5Y4kC1xA_image_73c774e8-4af4-4efc-92fa-7f5180194e94.jpg,True,False,True,False,False,False,False,False
images/GIwVta3uNNw_image_3a28a0a6-2013-4cc2-9b31-9cb759001871.jpg,False,True,False,False,False,False,False,False
images/54uoVbx5ZrU_image_a2ed8ff6-db8d-47f9-8bf6-ace9bc11905a.jpg,False,False,False,False,False,False,False,False
images/Qy0sDJIrqYM_image_902a2d41-5c7a-4a3e-9479-751b32839bd0.jpg,True,True,False,False,False,False,True,False
images/2bfSXDu_sZ8_image_fe3ca711-cd89-43d7-b6be-8ae5fddc3159.jpg,False,True,False,False,False,False,False,False
images/1565031689243561984_0.jpg,False,False,False,False,False,False,False,True
images/fHj-C1eMth8_image_2bb80df9-f20d-4168-bae5-2facf0cd094d.jpg,True,True,False,False,False,False,True,False
images/CN_yM03T4l4_image_6656ff72-515f-45c0-a19a-836b60da75a8.jpg,False,False,False,True,False,False,False,False
images/pfoAXOKbdes_image_ff342842-1bd7-4427-ae01-6080ad65c3b3.jpg,True,True,False,False,False,False,True,False
images/0b6af60c-ec97-4d70-8025-be3a6b12f66a_2.jpg,False,False,True,False,False,False,False,True
images/mmH9PcsJVGw_image_946154d3-6958-4ea4-9569-8a1fd1815518.jpg,False,False,False,False,True,False,False,False
images/r6onFiXQhvI_image_bfff1154-0dbd-4977-8599-a9e8e7881251.jpg,True,True,False,False,False,False,True,False
images/SfsIJCYxpj0_image_aa39f9ae-7522-490a-84a6-38dbb0d4ee1f.jpg,True,False,True,False,False,False,False,False
images/NAhToPNWF5k_image_80a66d2f-bde8-4cdf-9aa2-06a5149535cd.jpg,False,False,False,False,False,False,False,False
images/aLZCGwZH8TU_image_47d3d8b5-2613-44e8-8582-9b4aa22ba3f5.jpg,False,False,False,False,False,False,True,False
images/1168926404400095233_3.jpg,False,False,True,False,False,False,False,False
images/839861696755871745_3.jpg,False,False,False,False,False,False,False,False
images/1056678417209454592_2.jpg,False,False,True,False,False,False,False,False
images/1009864010592710657_2.jpg,False,False,True,False,False,False,False,False
images/068f2a01-3076-4ff4-a276-1934881411df.jpg,False,False,False,True,False,False,False,True
images/xTw74HU2Ttk_image_33c11761-4e56-4905-b93e-4ee2645a3d07.jpg,False,True,False,False,False,False,False,False
images/gSobKB_2Ris_image_51af893e-2596-45d8-845c-d2e39acb616f.jpg,False,False,False,False,True,False,False,False
images/Onz-nqUc58Y_image_ee7b4049-cf04-4002-9998-b457c178e325.jpg,True,False,False,False,False,True,False,False
images/BtKAqg40uls_image_a2830a6e-05a1-4bf0-b115-b1aae89f7214.jpg,False,True,False,False,False,False,False,False
images/8WWhRTta8ZI_image_620cd163-2f27-409f-8800-2e34ed04a12d.jpg,False,False,False,False,False,True,True,False
images/diXi1Nht6LM_image_6a235219-760d-4df5-814b-ba99c29da9f8.jpg,False,False,False,False,True,False,False,False
images/1204602872417140737_0.jpg,False,False,True,False,False,False,False,True
images/277ad36b-b04d-45d9-a934-b10b1c622193.jpg,False,False,False,False,False,False,False,False
images/lFmkjGdXcSU_image_5068b296-b8be-4dc4-9adb-568e5d1131d3.jpg,True,True,False,False,False,False,True,False
images/1qju4lBGESk_image_1eac457c-c76b-49ff-a5a7-8c97314b7206.jpg,False,False,True,False,False,False,False,False
images/rcLvZrTef1M_image_910b9ebb-4ee9-41f2-bf35-da1b0b4ad1a8.jpg,True,True,False,False,False,False,True,False
images/jXz9sRaapzo_image_0615a842-8bc4-4636-8590-140b3d57326c.jpg,True,True,False,False,False,True,True,False
images/RHFzxY4ZeYk_image_4d5a492b-8692-428d-96a1-45187e2933a5.jpg,False,False,False,True,False,False,False,False
images/BkAeObrNh7Y_image_a8c9ff7c-b861-4957-b3b9-3b11f210a3b7.jpg,True,True,False,False,False,False,True,False
images/sZo2CR0qZ9Q_image_4d4fabe1-e6c3-4dfb-9851-ff4d415b46e3.jpg,True,True,False,True,False,True,True,False
images/Onz-nqUc58Y_image_88dda6e2-85ce-44a2-a5e9-ff07cdb7bc9b.jpg,True,False,False,False,False,True,False,False
images/DXUcMVwRiIo_image_6aebda42-7799-44c2-93ea-143a3610da9f.jpg,False,False,False,False,False,False,False,False
images/c20ce70c-eeb6-414a-a09d-bb923c1776ff.jpg,False,False,False,False,False,False,False,False
images/b55c9bb5-32b0-4643-865c-716e5e35225e_0.jpg,False,False,True,True,False,False,False,True
images/Fr5WvViekHI_image_6e0e1e4e-caec-467f-a838-52a789993453.jpg,False,True,False,False,False,False,True,False
images/918494982792626176_0.jpg,False,False,True,False,False,False,False,False
images/4auJD2iETHo_image_5e6078a1-9e6c-4a14-be9e-d05fba2782b4.jpg,False,False,False,False,True,False,False,False
images/544729b3-cfc7-4b23-932f-2bef1a87abad.jpg,False,False,False,False,False,False,False,False
images/097eed50-dd35-494f-808c-cb5dc7583e8c_1.jpg,False,False,False,False,False,False,False,False
images/xrPytSuV_AY_image_4f25096d-d131-4144-9250-e3a365eec98a.jpg,False,True,False,False,False,False,False,False
images/8QXWAsOcwf4_image_f1c07ebd-f05e-4dd4-867a-e8d638c08e75.jpg,False,False,True,True,False,False,False,False
images/1063836556975370240_1.jpg,False,False,False,False,False,False,False,False
images/qsSy7w61k3E_image_9c322dc5-e2ba-4a24-8fa6-4c50d2ad1635.jpg,True,False,False,False,False,False,False,False
images/5taDCo8MhQI_image_5dc846b6-d000-4c34-b0b7-2735561b9fca.jpg,False,False,False,False,False,True,True,False
images/1431357783367057411_1.jpg,False,False,False,False,False,False,False,False
images/CKoxJjYRP74_image_be735f4d-9cc0-4907-92f4-ab6242a03c89.jpg,False,True,True,True,False,False,True,False
images/dd899128-2be6-4998-823d-905112883ef9.jpg,False,False,False,False,False,False,False,False
images/lFmkjGdXcSU_image_b39c8641-3aba-4337-b0cc-fd65153e113f.jpg,True,True,False,False,False,False,True,False
images/b9f99336-04a5-4bfe-962d-c8e1947f7ee2_3.jpg,False,False,True,False,False,False,False,False
images/976168010217086978_0.jpg,True,False,True,False,True,False,False,True
images/ENl8fZ-aOas_image_3a1f497c-6607-4e06-81af-361c03ebf04f.jpg,False,True,False,True,False,True,True,False
images/68cdd011-d719-4685-900e-6fb1e9ef761c_1.jpg,False,False,False,True,False,False,False,False
images/nn3w58JMDus_image_7d6ada7e-9245-4def-8c7b-cbcb5029feff.jpg,False,False,False,False,False,False,False,False
images/sFOLa0nA5os_image_e1bf6787-6e71-4c42-889c-c88225bc0e7b.jpg,False,True,True,False,True,False,False,False
images/yZ_PACnUqgk_image_c3b7e4c5-a0ae-45c0-93ae-aeba88f37277.jpg,False,False,False,False,True,False,False,False
images/d75aaad3-17ac-47a9-aa9f-aecdebe1bacf.jpg,False,False,True,False,False,False,False,False
images/f2ud0gaiG1U_image_d1567c9d-7417-4e4e-a34b-7521a7017ce3.jpg,False,False,False,False,False,False,False,False
images/SxddBT1SfWw_image_c5f3d086-c05a-49b7-b7e4-2b603deb46af.jpg,False,False,False,False,True,False,False,False
images/00033000332188.jpg,False,False,False,False,False,False,False,False
images/57824f1b-8a34-4292-b37c-22cfc6c1b4dc.jpg,False,False,False,False,False,False,False,False
images/-rNRA4KeURU_image_e6c5b9e3-6c25-41e4-af5d-513d94c6912a.jpg,False,True,False,False,False,False,False,False
images/q9ukJAY4nzg_image_324c88cd-edf4-4f63-b479-4b5ff874ba31.jpg,False,True,True,True,False,True,True,False
images/030779a8-d93a-4f21-8a19-9e1313bf06e6.jpg,False,False,False,False,False,False,False,False
images/1062437229409300481_1.jpg,False,False,False,False,False,False,False,False
images/IuCJabkvlIw_image_b38ec6f6-7e25-4942-9741-cbafcdabac95.jpg,False,False,False,True,False,False,False,False
images/B8kV2zEtIw0_image_d83efd6f-24ef-4c07-9f67-13008c0b843d.jpg,False,True,False,False,False,False,True,False
images/HnCzwYp2cjk_image_32f37753-a587-4354-8253-e8e2314ea721.jpg,False,False,False,False,False,False,False,False
images/337b4687-b069-445f-b630-70b22121f60a.jpg,False,False,True,False,True,False,False,False
images/Qy0sDJIrqYM_image_48c7be9f-d3fa-41d5-bc03-cf0a9975a2ea.jpg,True,True,False,False,False,False,True,False
images/Fg2AL15PnaY_image_6582f1cd-8bff-4eed-8db2-54ada02652f1.jpg,True,False,True,False,False,False,False,False
images/jzZ96SBcer4_image_71216e84-d88f-4b92-9fc3-13e78d567749.jpg,False,False,True,False,False,False,False,False
images/1496285159968198659_0.jpg,False,False,False,False,False,False,False,False
images/1416473662983651333_0.jpg,False,False,True,False,False,False,False,False
images/cr_0Eo5DwP8_image_0264f86f-41c4-4037-a9c2-1d64a4a4dd70.jpg,False,True,False,False,False,False,False,False
images/AWUSFGCAmS0_image_f48bde53-3704-4371-8c2b-8dff1824db9f.jpg,False,True,False,False,False,False,False,False
images/1252981841839173635_0.jpg,False,False,True,False,False,False,False,False
images/S1OZruWC7x8_image_412a5703-7d48-4105-80d7-963bcb945725.jpg,False,True,False,False,False,False,False,False
images/1330902999288459266_2.jpg,False,False,False,False,False,False,False,False
images/1231629559339970561_0.jpg,False,False,False,False,False,False,False,False
images/1158598755496521728_3.jpg,False,False,False,False,True,False,False,False
images/GFZlWYp07Is_image_8514eba2-39cd-4f4c-a845-5f70e09e2e00.jpg,True,False,False,False,False,False,False,False
images/sQj6Bipl2l4_image_a648c3b1-4cd3-4a4e-b779-94f20a7916d4.jpg,False,False,False,True,True,True,True,False
images/JOQjYA60bW4_image_ab559d14-30eb-43f6-ac1d-d4474f742bad.jpg,False,True,False,False,False,False,False,False
images/1042073539774492672_0.jpg,False,False,False,False,False,False,False,False
images/fH5DggA3q1w_image_4360288a-010d-4b6a-aceb-ff0d6c70ef6a.jpg,False,False,False,False,False,True,True,False
images/9bKecuBuWD8_image_5616860c-ba00-49de-a840-33f0464afbe2.jpg,False,True,False,False,False,False,False,False
images/2bfSXDu_sZ8_image_094a806d-28aa-409d-a2eb-c914b0f5352d.jpg,False,True,False,False,False,False,False,False
images/1185933408159125506_1.jpg,False,False,True,False,True,False,False,True
images/UX5nYB93Z9Y_image_99cd9c33-4111-46c4-a60e-eb8f75875948.jpg,False,True,False,False,False,False,False,False
images/4a07e66b-eb5f-4ab1-add3-1585d07e3117.jpg,False,False,False,False,False,False,False,False
images/1128702855223959552_0.jpg,False,False,True,False,False,False,False,True
images/00021000213779.jpg,False,False,False,False,False,False,False,False
images/Iv43ypRqwOY_image_886ef056-61ae-493e-9811-b99037a3382e.jpg,False,True,True,False,False,True,False,False
images/t--kbWDiknw_image_0e2f16f2-ea7f-4722-9b91-acb6bd1666ae.jpg,False,False,False,False,False,False,False,False
images/1430862592122126336_0.jpg,False,False,True,False,False,False,False,False
images/LTw9TxovTOA_image_0fe4b466-6eba-4b7a-875a-7ab332ecab3c.jpg,False,True,False,False,False,False,True,False
images/zHu_HhBiq24_image_4ebf009f-1829-4df1-9715-6481bc306358.jpg,False,True,False,False,False,False,False,False
images/b03a83bf-5977-4f1f-83dc-dc747b688f87_0.jpg,False,False,True,False,False,False,False,False
images/2N30E728a50_image_b6bb8737-664b-40b3-b92d-baf6f0aabf88.jpg,False,False,False,False,False,True,True,False
images/1153991126304657410_0.jpg,False,False,True,False,False,False,False,False
images/1353152369752743937_0.jpg,False,False,True,False,False,False,False,True
images/TyukkUsp97s_image_d7145385-afe0-4944-bd54-53dd834e5c9c.jpg,False,False,False,False,False,False,False,False
images/1301577815104647169_0.jpg,False,False,False,False,False,False,False,False
images/LV7SFxapsRE_image_524daf5d-bd63-4bbb-969a-8a1c85eb7a54.jpg,True,False,False,False,False,False,False,False
images/t6-iVUgPWA4_image_7f54d396-57d7-4220-bce4-fc33be33561f.jpg,False,False,False,False,False,False,False,False
images/1qju4lBGESk_image_28b697a0-38de-428e-ab9d-0d87fe49c202.jpg,False,False,True,True,False,False,False,False
images/IyQQNjYRGlY_image_2e6a8522-d7d2-4355-a46a-0bb532ac88a4.jpg,False,True,False,False,False,False,False,False
images/n0oJ8IBz-WM_image_712051b0-3454-4565-8243-177e0a99be1a.jpg,True,False,False,False,False,False,False,False
